Rk,Player,Squad,90s,CrdY,CrdR,2CrdY,Fls,Code,Team,Confederation,Cards_received,Cards_per_100_fouls
719,Aleksandar Pavlovic,de Germany,3.0,1,0,0,13,de,Germany,UEFA,1,7.6923076923076925
721,Nicolás Paz,ar Argentina,0.8,0,0,0,2,ar,Argentina,CONMEBOL,0,0.0
722,Marcus Pedersen,no Norway,2.6,0,0,0,3,no,Norway,UEFA,0,0.0
723,Pedri,es Spain,5.5,1,0,0,4,es,Spain,UEFA,1,25.0
727,Ivan Perišić,hr Croatia,4.0,2,0,0,4,hr,Croatia,UEFA,2,50.0
736,Yéremy Pino,es Spain,0.8,0,0,0,2,es,Spain,UEFA,0,0.0
737,Isidro Pitta,py Paraguay,0.5,0,0,0,2,py,Paraguay,CONMEBOL,0,0.0
739,Gonzalo Plata,ec Ecuador,4.0,1,0,0,5,ec,Ecuador,CONMEBOL,1,20.0
740,Marin Pongračić,hr Croatia,3.0,0,0,0,3,hr,Croatia,UEFA,0,0.0
741,Jackson Porozo,ec Ecuador,0.3,1,0,0,2,ec,Ecuador,CONMEBOL,1,50.0
742,Pedro Porro,es Spain,6.3,0,0,0,10,es,Spain,UEFA,0,0.0
743,Stefan Posch,at Austria,3.7,2,0,0,7,at,Austria,UEFA,2,28.57142857142857
747,Lukáš Provod,cz Czechia,1.4,0,0,0,2,cz,Czechia,UEFA,0,0.0
749,Gustavo Puerta,co Colombia,5.2,1,0,0,9,co,Colombia,CONMEBOL,1,11.11111111111111
752,Jarell Quansah,eng England,2.2,1,1,0,2,eng,England,UEFA,2,100.0
757,Adrien Rabiot,fr France,6.5,1,0,0,13,fr,France,UEFA,1,7.6923076923076925
758,Stjepan Radeljić,ba Bosnia–Herz,2.0,1,0,0,1,ba,Bosnia–Herz,UEFA,1,100.0
761,Anthony Ralston,sct Scotland,0.1,0,0,0,2,sct,Scotland,UEFA,0,0.0
766,Raphinha,br Brazil,1.4,0,0,0,1,br,Brazil,CONMEBOL,0,0.0
768,Marcus Rashford,eng England,2.5,0,0,0,5,eng,England,UEFA,0,0.0
769,Nicolas Raskin,be Belgium,3.8,0,0,0,12,be,Belgium,UEFA,0,0.0
770,David Raum,de Germany,1.2,0,0,0,2,de,Germany,UEFA,0,0.0
772,Rayan,br Brazil,3.2,0,0,0,5,br,Brazil,CONMEBOL,0,0.0
781,Declan Rice,eng England,6.2,2,0,0,4,eng,England,UEFA,2,50.0
783,Fabian Rieder,ch Switzerland,3.4,0,0,0,3,ch,Switzerland,UEFA,0,0.0
784,Richard Ríos,co Colombia,1.6,1,0,0,10,co,Colombia,CONMEBOL,1,10.0
786,Andy Robertson,sct Scotland,2.5,1,0,0,3,sct,Scotland,UEFA,1,33.33333333333333
790,Rodri,es Spain,8.0,0,0,0,11,es,Spain,UEFA,0,0.0
794,Kevin Rodríguez,ec Ecuador,1.3,0,0,0,3,ec,Ecuador,CONMEBOL,0,0.0
795,Ricardo Rodríguez,ch Switzerland,5.7,0,0,0,11,ch,Switzerland,UEFA,0,0.0
798,Morgan Rogers,eng England,3.8,0,0,0,5,eng,England,UEFA,0,0.0
799,Cristian Romero,ar Argentina,6.8,2,0,0,9,ar,Argentina,CONMEBOL,2,22.22222222222222
801,Cristiano Ronaldo,pt Portugal,4.9,0,0,0,2,pt,Portugal,UEFA,0,0.0
805,Antonio Rüdiger,de Germany,2.9,0,0,0,1,de,Germany,UEFA,0,0.0
806,Fabián Ruiz Peña,es Spain,3.6,0,0,0,1,es,Spain,UEFA,0,0.0
808,Julian Ryerson,no Norway,2.5,0,0,0,6,no,Norway,UEFA,0,0.0
813,Marcel Sabitzer,at Austria,4.0,1,0,0,2,at,Austria,UEFA,1,50.0
818,Bukayo Saka,eng England,4.0,0,0,0,4,eng,England,UEFA,0,0.0
822,William Saliba,fr France,5.3,0,0,0,4,fr,France,UEFA,0,0.0
824,Antonio Sanabria,py Paraguay,0.9,0,0,0,1,py,Paraguay,CONMEBOL,0,0.0
825,Davinson Sánchez,co Colombia,5.3,1,0,0,6,co,Colombia,CONMEBOL,1,16.666666666666664
827,Alex Sandro,br Brazil,0.1,0,0,0,1,br,Brazil,CONMEBOL,0,0.0
828,Leroy Sané,de Germany,3.6,0,0,0,3,de,Germany,UEFA,0,0.0
832,Douglas Santos,br Brazil,4.9,1,0,0,3,br,Brazil,CONMEBOL,1,33.33333333333333
838,Patrik Schick,cz Czechia,2.0,0,0,0,1,cz,Czechia,UEFA,0,0.0
839,Andreas Schjelderup,no Norway,2.8,0,0,0,2,no,Norway,UEFA,0,0.0
841,Xaver Schlager,at Austria,2.6,0,0,0,6,at,Austria,UEFA,0,0.0
842,Nico Schlotterbeck,de Germany,1.5,0,0,0,2,de,Germany,UEFA,0,0.0
843,Romano Schmid,at Austria,2.9,0,0,0,3,at,Austria,UEFA,0,0.0
847,Nicolas Seiwald,at Austria,3.5,0,0,0,1,at,Austria,UEFA,0,0.0
851,Nélson Semedo,pt Portugal,1.4,1,0,0,2,pt,Portugal,UEFA,1,50.0
863,Lawrence Shankland,sct Scotland,1.9,0,0,0,5,sct,Scotland,UEFA,0,0.0
873,Bernardo Silva,pt Portugal,1.1,2,0,0,3,pt,Portugal,UEFA,2,66.66666666666666
874,Éderson Silva,br Brazil,0.2,0,0,0,1,br,Brazil,CONMEBOL,0,0.0
875,Giuliano Simeone,ar Argentina,2.1,0,0,0,9,ar,Argentina,CONMEBOL,0,0.0
884,Tomáš Souček,cz Czechia,1.5,0,0,0,3,cz,Czechia,UEFA,0,0.0
886,Djibril Sow,ch Switzerland,2.8,0,0,0,5,ch,Switzerland,UEFA,0,0.0
888,Djed Spence,eng England,4.5,0,0,0,3,eng,England,UEFA,0,0.0
894,John Stones,eng England,3.7,0,0,0,1,eng,England,UEFA,0,0.0
896,Elliot Stroud,se Sweden,1.8,0,0,0,3,se,Sweden,UEFA,0,0.0
897,Luis Suárez,co Colombia,3.7,1,0,0,7,co,Colombia,CONMEBOL,1,14.285714285714285
899,Petar Sučić,hr Croatia,3.2,1,0,0,7,hr,Croatia,UEFA,1,14.285714285714285
902,Pavel Šulc,cz Czechia,2.1,0,0,0,2,cz,Czechia,UEFA,0,0.0
904,Crysencio Summerville,nl Netherlands,2.8,1,0,0,2,nl,Netherlands,UEFA,1,50.0
905,Ivan Šunjić,ba Bosnia–Herz,2.2,0,0,0,7,ba,Bosnia–Herz,UEFA,0,0.0
907,Josip Šutalo,hr Croatia,4.0,0,0,0,2,hr,Croatia,UEFA,0,0.0
913,Alexander Sørloth,no Norway,3.7,0,0,0,6,no,Norway,UEFA,0,0.0
917,Nicolás Tagliafico,ar Argentina,5.3,0,0,0,9,ar,Argentina,CONMEBOL,0,0.0
918,Jonathan Tah,de Germany,4.1,0,0,0,5,de,Germany,UEFA,0,0.0
919,Benjamin Tahirovic,ba Bosnia–Herz,2.6,0,0,0,3,ba,Bosnia–Herz,UEFA,0,0.0
927,Aurélien Tchouaméni,fr France,4.0,1,0,0,4,fr,France,UEFA,1,25.0
928,Arthur Theate,be Belgium,2.5,0,0,0,1,be,Belgium,UEFA,0,0.0
929,Igor Thiago,br Brazil,0.7,0,0,0,2,br,Brazil,CONMEBOL,0,0.0
930,Malick Thiaw,de Germany,0.5,0,0,0,1,de,Germany,UEFA,0,0.0
933,Morten Thorsby,no Norway,0.5,0,0,0,1,no,Norway,UEFA,0,0.0
934,Kristian Thorstvedt,no Norway,0.7,0,0,0,2,no,Norway,UEFA,0,0.0
936,Youri Tielemans,be Belgium,5.3,0,0,0,7,be,Belgium,UEFA,0,0.0
937,Kieran Tierney,sct Scotland,1.2,0,0,0,3,sct,Scotland,UEFA,0,0.0
945,Ferran Torres,es Spain,3.2,1,0,0,6,es,Spain,UEFA,1,16.666666666666664
952,Leandro Trossard,be Belgium,5.6,0,0,0,4,be,Belgium,UEFA,0,0.0
957,Manuel Ugarte,uy Uruguay,2.0,0,0,0,1,uy,Uruguay,CONMEBOL,0,0.0
958,Deniz Undav,de Germany,1.7,0,0,0,3,de,Germany,UEFA,0,0.0
959,Dayot Upamecano,fr France,7.3,0,0,0,7,fr,France,UEFA,0,0.0
963,Enner Valencia,ec Ecuador,3.2,0,0,0,4,ec,Ecuador,CONMEBOL,0,0.0
965,Federico Valverde,uy Uruguay,2.6,0,0,0,1,uy,Uruguay,CONMEBOL,0,0.0
966,Virgil van Dijk,nl Netherlands,4.3,0,0,0,2,nl,Netherlands,UEFA,0,0.0
968,Guillermo Varela,uy Uruguay,3.0,1,0,0,1,uy,Uruguay,CONMEBOL,1,100.0
972,Ruben Vargas,ch Switzerland,3.2,0,0,0,6,ch,Switzerland,UEFA,0,0.0
976,Renato Veiga,pt Portugal,5.0,2,0,0,5,pt,Portugal,UEFA,2,40.0
977,Gustavo Velásquez,py Paraguay,2.7,0,0,0,2,py,Paraguay,CONMEBOL,0,0.0
979,Micky van de Ven,nl Netherlands,2.9,1,0,0,5,nl,Netherlands,UEFA,1,20.0
982,Federico Viñas,uy Uruguay,2.1,0,0,0,3,uy,Uruguay,CONMEBOL,0,0.0
984,Pedro Vite,ec Ecuador,4.0,0,0,0,2,ec,Ecuador,CONMEBOL,0,0.0
985,Vitinha,pt Portugal,4.2,0,0,0,4,pt,Portugal,UEFA,0,0.0
986,Nikola Vlašić,hr Croatia,2.1,0,0,0,5,hr,Croatia,UEFA,0,0.0
990,Luka Vušković,hr Croatia,0.7,0,0,0,1,hr,Croatia,UEFA,0,0.0
993,Paul Wanner,at Austria,2.6,0,0,0,4,at,Austria,UEFA,0,0.0
996,Ollie Watkins,eng England,0.6,0,0,0,1,eng,England,UEFA,0,0.0
998,Wout Weghorst,nl Netherlands,0.6,0,0,0,1,nl,Netherlands,UEFA,0,0.0
1000,Silvan Widmer,ch Switzerland,1.9,0,0,0,2,ch,Switzerland,UEFA,0,0.0
1002,Nico Williams,es Spain,1.3,0,0,0,2,es,Spain,UEFA,0,0.0
1004,Patrick Wimmer,at Austria,0.2,0,0,0,3,at,Austria,UEFA,0,0.0
1005,Florian Wirtz,de Germany,4.0,0,0,0,1,de,Germany,UEFA,0,0.0
1007,Axel Witsel,be Belgium,0.4,1,0,0,2,be,Belgium,UEFA,1,50.0
1011,Granit Xhaka,ch Switzerland,6.7,2,0,0,4,ch,Switzerland,UEFA,2,50.0
1013,Lamine Yamal,es Spain,6.8,0,0,0,14,es,Spain,UEFA,0,0.0
1018,Kenan Yıldız,tr Türkiye,2.4,0,0,0,2,tr,Türkiye,UEFA,0,0.0
1024,İsmail Yüksek,tr Türkiye,1.5,0,0,0,2,tr,Türkiye,UEFA,0,0.0
1026,Warren Zaïre-Emery,fr France,1.2,0,0,0,1,fr,France,UEFA,0,0.0
1027,Denis Zakaria,ch Switzerland,4.0,2,0,0,4,ch,Switzerland,UEFA,2,50.0
1030,Besfort Zeneli,se Sweden,0.7,0,0,0,1,se,Sweden,UEFA,0,0.0
1038,Martin Ødegaard,no Norway,5.2,0,0,0,3,no,Norway,UEFA,0,0.0
1039,Leo Østigård,no Norway,1.6,0,0,0,2,no,Norway,UEFA,0,0.0
