Rk,Player,Squad,90s,CrdY,CrdR,2CrdY,Fls,Code,Team,Confederation
374,Erling Haaland,no Norway,5.2,0,0,0,5,no,Norway,UEFA
375,Ihsan Haddad,jo Jordan,2.9,0,0,0,3,jo,Jordan,
376,Anis Hadj Moussa,dz Algeria,1.1,0,0,0,0,dz,Algeria,
377,Jaouen Hadjam,dz Algeria,1.2,0,0,0,0,dz,Algeria,
378,Amir Hadžiahmetović,ba Bosnia–Herz,0.1,0,0,0,0,ba,Bosnia–Herz,UEFA
379,Dennis Hadžikadunić,ba Bosnia–Herz,0.3,0,0,0,1,ba,Bosnia–Herz,UEFA
380,Karim Hafez,eg Egypt,1.9,0,0,0,1,eg,Egypt,
381,Ehsan Hajsafi,ir IR Iran,1.0,1,0,0,2,ir,IR Iran,
382,Achraf Hakimi,ma Morocco,6.3,1,0,0,7,ma,Morocco,
383,Redouane Halhal,ma Morocco,2.0,1,0,0,3,ma,Morocco,
384,Ali Al Hamadi,iq Iraq,2.0,0,0,0,1,iq,Iraq,
385,Abdullah Al-Hamdan,sa Saudi Arabia,0.8,0,0,0,2,sa,Saudi Arabia,
386,Mohamed Amine Ben Hamida,tn Tunisia,2.2,0,0,0,3,tn,Tunisia,
387,Odiljon Hamrobekov,uz Uzbekistan,0.9,1,0,0,1,uz,Uzbekistan,
388,Lee Han-beom,kr Korea Republic,3.0,0,0,0,7,kr,Korea Republic,
389,Grant Hanley,sct Scotland,2.0,0,0,0,1,sct,Scotland,UEFA
390,Sontje Hansen,cw Curaçao,0.5,0,0,0,0,cw,Curaçao,
391,Mohamed Hany,eg Egypt,5.3,0,0,0,2,eg,Egypt,
392,Moteb Al-Harbi,sa Saudi Arabia,2.1,0,0,0,0,sa,Saudi Arabia,
393,Saleh Hardani,ir IR Iran,1.0,0,0,0,0,ir,IR Iran,
394,Carlos Harvey,pa Panama,3.0,1,0,0,8,pa,Panama,
395,Akam Hashim,iq Iraq,3.0,0,0,0,0,iq,Iraq,
396,Haissem Hassan,eg Egypt,1.4,2,0,0,2,eg,Egypt,
397,Jalal Hassan,iq Iraq,1.5,0,0,0,0,iq,Iraq,
398,Abdulaziz Hatem,qa Qatar,0.5,0,0,0,1,qa,Qatar,
399,Jorrel Hato,nl Netherlands,0.4,0,0,0,0,nl,Netherlands,UEFA
400,Kai Havertz,de Germany,3.9,1,0,0,3,de,Germany,UEFA
401,Hassan Al-Haydos,qa Qatar,0.6,0,0,0,1,qa,Qatar,
402,Jan Paul van Hecke,nl Netherlands,4.3,0,0,0,4,nl,Netherlands,UEFA
403,Hwang Hee-chan,kr Korea Republic,1.2,0,0,0,1,kr,Korea Republic,
404,Torbjørn Heggem,no Norway,4.9,0,0,0,2,no,Norway,UEFA
405,Alaa Al Hejji,sa Saudi Arabia,0.4,0,0,0,0,sa,Saudi Arabia,
406,Dean Henderson,eng England,1.0,0,0,0,0,eng,England,UEFA
407,Jordan Henderson,eng England,0.1,1,0,0,0,eng,England,UEFA
408,Jack Hendry,sct Scotland,3.0,0,0,0,1,sct,Scotland,UEFA
409,Luiz Henrique,br Brazil,0.3,0,0,0,0,br,Brazil,CONMEBOL
410,Theo Hernández,fr France,2.9,0,0,0,2,fr,France,UEFA
411,Lucas Herrington,au Australia,2.3,0,0,0,2,au,Australia,
412,Son Heung-min,kr Korea Republic,1.9,0,0,0,0,kr,Korea Republic,
413,Aaron Hickey,sct Scotland,0.8,1,0,0,2,sct,Scotland,UEFA
414,Isak Hien,se Sweden,2.4,1,0,0,3,se,Sweden,UEFA
415,Piero Hincapié,ec Ecuador,3.8,1,1,0,5,ec,Ecuador,CONMEBOL
416,Adam Hložek,cz Czechia,1.7,0,0,0,4,cz,Czechia,UEFA
417,Tomáš Holeš,cz Czechia,1.7,0,0,0,2,cz,Czechia,UEFA
418,Amirhossein Hosseinzadeh,ir IR Iran,0.2,0,0,0,0,ir,IR Iran,
419,Robin Hranáč,cz Czechia,3.0,0,0,0,6,cz,Czechia,UEFA
420,Ajdin Hrustic,au Australia,0.9,0,0,0,1,au,Australia,
421,César Huerta,mx Mexico,0.1,0,0,0,0,mx,Mexico,
422,Al-Hashmi Al-Hussain,qa Qatar,0.4,0,0,0,2,qa,Qatar,
423,Ayman Hussein,iq Iraq,1.3,0,0,0,2,iq,Iraq,
424,Oh Hyeon-gyu,kr Korea Republic,1.4,0,0,0,0,kr,Korea Republic,
425,Yang Hyun-jun,kr Korea Republic,0.2,0,0,0,1,kr,Korea Republic,
426,Roger Ibanez,br Brazil,0.5,1,0,0,2,br,Brazil,CONMEBOL
427,Yasser Ibrahim,eg Egypt,5.2,2,0,0,6,eg,Egypt,
428,Borja Iglesias,es Spain,0.0,0,0,0,0,es,Spain,UEFA
429,Hwang In-beom,kr Korea Republic,2.9,0,0,0,1,kr,Korea Republic,
430,Christ Inao Oulaï,ci Côte d'Ivoire,2.3,0,0,0,3,ci,Côte d'Ivoire,
431,Zidane Iqbal,iq Iraq,2.1,0,0,0,1,iq,Iraq,
432,Nestory Irankunda,au Australia,2.9,0,0,0,4,au,Australia,
433,Jackson Irvine,au Australia,2.5,1,0,0,3,au,Australia,
434,Alexander Isak,se Sweden,4.0,0,0,0,4,se,Sweden,UEFA
435,Wilson Isidor,ht Haiti,2.1,0,0,0,3,ht,Haiti,
436,Jamshid Iskanderov,uz Uzbekistan,0.1,0,0,0,0,uz,Uzbekistan,
437,Zaid Ismail,iq Iraq,1.3,0,0,0,2,iq,Iraq,
438,Ko Itakura,jp Japan,1.4,0,0,0,1,jp,Japan,
439,Jacob Italiano,au Australia,1.8,1,0,0,0,au,Australia,
440,Hiroki Ito,jp Japan,4.0,0,0,0,7,jp,Japan,
441,Junya Itō,jp Japan,2.4,0,0,0,2,jp,Japan,
442,Cedric Itten,ch Switzerland,0.5,0,0,0,4,ch,Switzerland,UEFA
443,Nicolas Jackson,sn Senegal,2.6,0,0,0,2,sn,Senegal,
444,Lee Jae-sung,kr Korea Republic,1.3,0,0,0,1,kr,Korea Republic,
445,Alireza Jahanbakhsh,ir IR Iran,0.5,0,0,0,2,ir,IR Iran,
446,Ismail Jakobs,sn Senegal,2.4,0,0,0,2,sn,Senegal,
447,Reece James,eng England,3.5,0,0,0,3,eng,England,UEFA
448,Amer Jamous,jo Jordan,0.2,0,0,0,1,jo,Jordan,
449,Luca Jaquez,ch Switzerland,0.9,0,0,0,3,ch,Switzerland,UEFA
450,Ardon Jashari,ch Switzerland,0.8,0,0,0,2,ch,Switzerland,UEFA
451,Ali Jasim,iq Iraq,1.4,0,0,0,1,iq,Iraq,
452,Danley Jean-Jacques,ht Haiti,2.9,1,0,0,5,ht,Haiti,
453,Eom Ji-sung,kr Korea Republic,0.5,0,0,0,0,kr,Korea Republic,
454,Raúl Jiménez,mx Mexico,3.5,0,0,0,7,mx,Mexico,
455,Kim Jin-gyu,kr Korea Republic,0.6,0,0,0,0,kr,Korea Republic,
456,Park Jinseob,kr Korea Republic,0.4,0,0,0,0,kr,Korea Republic,
457,Ruslanbek Jiyanov,uz Uzbekistan,0.0,0,0,0,0,uz,Uzbekistan,
458,Alistair Johnston,ca Canada,5.0,1,0,0,5,ca,Canada,
459,Frenkie de Jong,nl Netherlands,3.6,0,0,0,6,nl,Netherlands,UEFA
460,Lenny Joseph,ht Haiti,1.3,0,0,0,6,ht,Haiti,
461,Edmilson Junior,qa Qatar,2.3,0,0,0,4,qa,Qatar,
462,Vinicius Júnior,br Brazil,4.9,0,0,0,4,br,Brazil,CONMEBOL
463,Elijah Just,nz New Zealand,2.9,1,0,0,3,nz,New Zealand,
464,Musab Al Juwayr,sa Saudi Arabia,1.7,0,0,0,1,sa,Saudi Arabia,
465,Ayoub El Kaabi,ma Morocco,0.8,0,0,0,1,ma,Morocco,
466,Ozan Kabak,tr Türkiye,1.0,0,0,0,3,tr,Türkiye,UEFA
467,Ferdi Kadioglu,tr Türkiye,1.8,0,0,0,0,tr,Türkiye,UEFA
468,Kaku,py Paraguay,0.1,0,0,0,1,py,Paraguay,CONMEBOL
469,Saša Kalajdžić,at Austria,0.9,0,0,0,2,at,Austria,UEFA
470,Gédéon Kalulu,cd Congo DR,0.1,0,0,0,0,cd,Congo DR,
471,Daichi Kamada,jp Japan,3.7,1,0,0,2,jp,Japan,
472,Hossein Kanaanizadegan,ir IR Iran,1.5,1,0,0,1,ir,IR Iran,
473,Harry Kane,eng England,7.2,0,0,0,8,eng,England,UEFA
474,Lee Kang-in,kr Korea Republic,3.0,1,0,0,1,kr,Korea Republic,
475,Mohamed Kanno,sa Saudi Arabia,2.5,1,0,0,5,sa,Saudi Arabia,
476,Steve Kapuadi,cd Congo DR,2.0,0,0,0,2,cd,Congo DR,
477,Bekhruz Karimov,uz Uzbekistan,2.0,0,0,0,8,uz,Uzbekistan,
478,Jesper Karlström,se Sweden,1.5,0,0,0,3,se,Sweden,UEFA
479,Gervane Kastaneer,cw Curaçao,0.3,2,0,0,2,cw,Curaçao,
480,Nikola Katić,ba Bosnia–Herz,3.5,1,0,0,4,ba,Bosnia–Herz,UEFA
481,Edo Kayembe,cd Congo DR,1.8,0,0,0,5,cd,Congo DR,
482,Joris Kayembe,cd Congo DR,0.5,0,0,0,0,cd,Congo DR,
483,Franck Kessié,ci Côte d'Ivoire,3.8,1,0,0,7,ci,Côte d'Ivoire,
484,Abdullah Al-Khaibari,sa Saudi Arabia,2.0,0,0,0,0,sa,Saudi Arabia,
485,Shoja' Khalilzadeh,ir IR Iran,3.0,1,0,0,4,ir,IR Iran,
486,Dostonbek Khamdamov,uz Uzbekistan,1.1,0,0,0,1,uz,Uzbekistan,
487,Bilal El Khannouss,ma Morocco,5.1,1,0,0,5,ma,Morocco,
488,Rani Khedira,tn Tunisia,1.7,1,0,0,3,tn,Tunisia,
489,Boualem Khoukhi,qa Qatar,3.0,0,0,0,2,qa,Qatar,
490,Abdukodir Khusanov,uz Uzbekistan,3.0,2,0,0,6,uz,Uzbekistan,
491,Joshua Kimmich,de Germany,3.9,0,0,0,0,de,Germany,UEFA
492,Justin Kluivert,nl Netherlands,0.3,0,0,0,0,nl,Netherlands,UEFA
493,Gregor Kobel,ch Switzerland,6.7,0,0,0,0,ch,Switzerland,UEFA
494,Orkun Kökçü,tr Türkiye,1.7,0,0,0,2,tr,Türkiye,UEFA
495,Sead Kolašinac,ba Bosnia–Herz,3.7,0,0,0,6,ba,Bosnia–Herz,UEFA
496,Ghislain Konan,ci Côte d'Ivoire,3.0,0,0,0,0,ci,Côte d'Ivoire,
497,Ibrahima Konaté,fr France,0.7,0,0,0,2,fr,France,UEFA
498,Ismaël Koné,ca Canada,1.6,0,0,0,1,ca,Canada,
499,Manu Koné,fr France,4.3,1,0,0,6,fr,France,UEFA
500,Ezri Konsa,eng England,7.2,0,0,0,8,eng,England,UEFA
501,Teun Koopmeiners,nl Netherlands,1.4,0,0,0,3,nl,Netherlands,UEFA
502,Odilon Kossounou,ci Côte d'Ivoire,3.0,0,0,0,0,ci,Côte d'Ivoire,
503,Kalidou Koulibaly,sn Senegal,1.8,0,0,0,0,sn,Senegal,
504,Jules Koundé,fr France,6.7,0,0,0,6,fr,France,UEFA
505,Mateo Kovačić,hr Croatia,3.0,0,0,0,3,hr,Croatia,UEFA
506,Matej Kovar,cz Czechia,3.0,0,0,0,0,cz,Czechia,UEFA
507,Andrej Kramarić,hr Croatia,0.7,0,0,0,0,hr,Croatia,UEFA
508,Ladislav Krejčí,cz Czechia,3.0,1,0,0,6,cz,Czechia,UEFA
509,Takefusa Kubo,jp Japan,0.8,0,0,0,1,jp,Japan,
510,Brandley Kuwas,cw Curaçao,0.0,0,0,0,0,cw,Curaçao,
511,Prince Kwabena Adu,gh Ghana,0.4,0,0,0,4,gh,Ghana,
512,Maxence Lacroix,fr France,2.7,0,0,0,5,fr,France,UEFA
513,Gustaf Lagerbielke,se Sweden,4.0,0,0,0,1,se,Sweden,UEFA
514,Konrad Laimer,at Austria,4.0,1,0,0,6,at,Austria,UEFA
515,Ali Lajami,sa Saudi Arabia,1.7,0,0,0,0,sa,Saudi Arabia,
516,Senne Lammens,be Belgium,0.2,0,0,0,0,be,Belgium,UEFA
517,Noa Lang,nl Netherlands,0.1,0,0,0,0,nl,Netherlands,UEFA
518,Sondre Langås,no Norway,0.3,0,0,0,0,no,Norway,UEFA
519,Aymeric Laporte,es Spain,8.1,1,0,0,5,es,Spain,UEFA
520,Cyle Larin,ca Canada,2.1,2,0,0,5,ca,Canada,
521,Richie Laryea,ca Canada,4.8,1,0,0,8,ca,Canada,
522,Mohanad Lasheen,eg Egypt,4.0,2,0,0,5,eg,Egypt,
523,Issa Laye,qa Qatar,3.0,0,0,0,0,qa,Qatar,
524,Rafael Leão,pt Portugal,1.8,0,0,0,1,pt,Portugal,UEFA
525,Mathew Leckie,au Australia,0.7,0,0,0,1,au,Australia,
526,Jefferson Lerma,co Colombia,4.6,1,0,0,6,co,Colombia,CONMEBOL
527,Jamie Leweling,de Germany,0.3,0,0,0,0,de,Germany,UEFA
528,Philipp Lienhart,at Austria,2.0,0,0,0,0,at,Austria,UEFA
529,Victor Lindelöf,se Sweden,4.0,0,0,0,3,se,Sweden,UEFA
530,Erik Lira,mx Mexico,3.8,0,0,0,3,mx,Mexico,
531,Dominik Livaković,hr Croatia,4.0,0,0,0,0,hr,Croatia,UEFA
532,Dailon Livramento,cv Cabo Verde,1.9,0,0,0,1,cv,Cabo Verde,
533,Marcos Llorente,es Spain,2.1,0,0,0,2,es,Spain,UEFA
534,Giovani Lo Celso,ar Argentina,0.7,0,0,0,1,ar,Argentina,CONMEBOL
535,Jürgen Locadia,cw Curaçao,2.6,0,0,0,3,cw,Curaçao,
536,Azarías Londoño,pa Panama,0.6,0,0,0,1,pa,Panama,
537,Sidny Lopes Cabral,cv Cabo Verde,3.2,2,0,0,2,cv,Cabo Verde,
538,Flaco López,ar Argentina,0.2,1,0,0,1,ar,Argentina,CONMEBOL
539,Derrick Luckassen,gh Ghana,2.0,0,0,0,1,gh,Ghana,
540,Jhon Lucumí,co Colombia,5.3,1,0,0,5,co,Colombia,CONMEBOL
541,José Luis Rodríguez,pa Panama,2.6,0,0,0,4,pa,Panama,
542,Romelu Lukaku,be Belgium,2.6,1,0,0,2,be,Belgium,UEFA
543,Dodi Lukebakio,be Belgium,1.8,0,0,0,1,be,Belgium,UEFA
544,Jovo Lukić,ba Bosnia–Herz,0.7,1,0,0,1,ba,Bosnia–Herz,UEFA
545,Awer Mabil,au Australia,0.3,0,0,0,0,au,Australia,
546,Alexis Mac Allister,ar Argentina,8.3,1,0,0,9,ar,Argentina,CONMEBOL
547,Deiver Machado,co Colombia,1.0,0,0,0,1,co,Colombia,CONMEBOL
548,Shuto Machino,jp Japan,0.1,0,0,0,1,jp,Japan,
549,Assim Madibo,qa Qatar,1.5,0,1,0,2,qa,Qatar,
550,Noni Madueke,eng England,3.2,0,0,0,2,eng,England,UEFA
551,Daizen Maeda,jp Japan,2.7,0,0,0,2,jp,Japan,
552,Gabriel Magalhães,br Brazil,5.0,0,0,0,1,br,Brazil,CONMEBOL
553,Ermin Mahmić,ba Bosnia–Herz,0.8,1,0,0,1,ba,Bosnia–Herz,UEFA
554,Hadj Mahmoud,tn Tunisia,0.5,0,0,0,2,tn,Tunisia,
555,Riyad Mahrez,dz Algeria,2.9,0,0,0,1,dz,Algeria,
556,Alexandro Maidana,py Paraguay,0.6,0,0,0,0,py,Paraguay,CONMEBOL
557,Mike Maignan,fr France,8.0,0,0,0,0,fr,France,UEFA
558,Evidence Makgopa,za South Africa,2.4,0,0,0,1,za,South Africa,
559,Ahmed Maknzi,iq Iraq,0.4,0,0,0,0,iq,Iraq,
560,Donyell Malen,nl Netherlands,2.1,0,0,0,0,nl,Netherlands,UEFA
561,Arjan Malic,ba Bosnia–Herz,0.5,0,0,0,1,ba,Bosnia–Herz,UEFA
562,Mohamed Manai,qa Qatar,0.8,0,0,0,3,qa,Qatar,
563,Aïssa Mandi,dz Algeria,4.0,0,0,0,0,dz,Algeria,
564,Sadio Mané,sn Senegal,4.0,0,0,0,4,sn,Senegal,
565,Juan Manuel Sanabria,uy Uruguay,2.3,1,0,0,1,uy,Uruguay,CONMEBOL
566,Johan Manzambi,ch Switzerland,2.2,0,0,0,3,ch,Switzerland,UEFA
567,Mahmoud Al-Mardi,jo Jordan,1.4,0,0,0,4,jo,Jordan,
568,Jearl Margaritha,cw Curaçao,0.5,0,0,0,0,cw,Curaçao,
569,Omar Marmoush,eg Egypt,3.6,0,0,0,3,eg,Egypt,
570,Marquinhos,br Brazil,5.0,0,0,0,0,br,Brazil,CONMEBOL
571,Gabriel Martinelli,br Brazil,1.6,0,0,0,4,br,Brazil,CONMEBOL
572,Guillermo Martínez Ayala,mx Mexico,0.8,0,0,0,3,mx,Mexico,
573,Cristian Martínez,pa Panama,2.7,0,0,0,5,pa,Panama,
574,Emiliano Martínez,ar Argentina,9.0,0,0,0,0,ar,Argentina,CONMEBOL
575,Lautaro Martínez,ar Argentina,3.4,1,0,0,8,ar,Argentina,CONMEBOL
576,Lisandro Martínez,ar Argentina,6.9,2,0,0,7,ar,Argentina,CONMEBOL
577,Thapelo Maseko,za South Africa,2.7,0,0,0,4,za,South Africa,
578,Hazem Mastouri,tn Tunisia,1.0,0,0,0,2,tn,Tunisia,
579,Arthur Masuaku,cd Congo DR,3.5,0,0,0,0,cd,Congo DR,
580,Igor Matanović,hr Croatia,1.1,0,0,0,4,hr,Croatia,UEFA
581,Pape Matar Sarr,sn Senegal,0.7,0,0,0,1,sn,Senegal,
582,Jean-Philippe Mateta,fr France,0.3,0,0,0,1,fr,France,UEFA
583,Mauricio,py Paraguay,1.9,0,0,0,3,py,Paraguay,CONMEBOL
584,Fiston Mayele,cd Congo DR,0.5,0,0,0,1,cd,Congo DR,
585,Ibrahim Maza,dz Algeria,3.9,0,0,0,1,dz,Algeria,
586,Noussair Mazraoui,ma Morocco,5.3,0,0,0,4,ma,Morocco,
587,Kylian Mbappé,fr France,7.7,1,0,0,6,fr,France,UEFA
588,Thalente Mbatha,za South Africa,2.9,1,0,0,4,za,South Africa,
589,Ibrahim Mbaye,sn Senegal,1.7,0,0,0,0,sn,Senegal,
590,Chancel Mbemba,cd Congo DR,4.0,1,0,0,1,cd,Congo DR,
591,Mbekezeli Mbokazi,za South Africa,4.0,0,0,0,3,za,South Africa,
592,Nathanaël Mbuku,cd Congo DR,1.6,1,0,0,4,cd,Congo DR,
593,Callum McCowatt,nz New Zealand,1.8,1,0,0,4,nz,New Zealand,
594,John McGinn,sct Scotland,2.9,0,0,0,2,sct,Scotland,UEFA
595,Scott McKenna,sct Scotland,1.0,0,0,0,0,sct,Scotland,UEFA
596,Weston McKennie,us USA,4.9,1,0,0,8,us,USA,
597,Mark McKenzie,us USA,1.0,0,0,0,1,us,USA,
598,Kenny McLean,sct Scotland,1.3,1,0,0,1,sct,Scotland,UEFA
599,Scott McTominay,sct Scotland,3.0,0,0,0,3,sct,Scotland,UEFA
600,Brandon Mechele,be Belgium,6.3,1,0,0,9,be,Belgium,UEFA
601,Facundo Medina,ar Argentina,3.4,1,0,0,3,ar,Argentina,CONMEBOL
602,Yaimar Medina,ec Ecuador,0.5,0,0,0,1,ec,Ecuador,CONMEBOL
603,Hannibal Mejbri,tn Tunisia,3.0,0,0,0,4,tn,Tunisia,
604,Amar Memić,ba Bosnia–Herz,2.5,0,0,0,4,ba,Bosnia–Herz,UEFA
605,Memphis,nl Netherlands,0.6,1,0,0,1,nl,Netherlands,UEFA
606,Sultan Mendash,sa Saudi Arabia,0.7,0,0,0,1,sa,Saudi Arabia,
607,Lucas Mendes,qa Qatar,0.0,0,0,0,0,qa,Qatar,
608,Nuno Mendes,pt Portugal,4.4,0,0,0,3,pt,Portugal,UEFA
609,Ryan Mendes,cv Cabo Verde,3.7,0,0,0,1,cv,Cabo Verde,
610,Édouard Mendy,sn Senegal,1.7,0,0,0,0,sn,Senegal,
611,Gideon Mensah,gh Ghana,4.0,0,0,0,2,gh,Ghana,
612,Mikel Merino,es Spain,2.2,0,0,0,6,es,Spain,UEFA
613,Lionel Messi,ar Argentina,8.2,0,0,0,3,ar,Argentina,CONMEBOL
614,Connor Metcalfe,au Australia,3.5,0,0,0,1,au,Australia,
615,Thomas Meunier,be Belgium,2.1,0,0,0,9,be,Belgium,UEFA
616,Liam Millar,ca Canada,1.8,1,0,0,3,ca,Canada,
617,Kim Min-jae,kr Korea Republic,2.7,0,0,0,2,kr,Korea Republic,
618,Yerry Mina,co Colombia,0.0,0,0,0,0,co,Colombia,CONMEBOL
619,Alan Minda,ec Ecuador,0.6,0,0,0,0,ec,Ecuador,CONMEBOL
620,Aubrey Modiba,za South Africa,3.8,1,0,0,4,za,South Africa,
621,Luka Modrić,hr Croatia,3.5,1,0,0,4,hr,Croatia,UEFA
622,Relebohile Mofokeng,za South Africa,1.9,0,0,0,3,za,South Africa,
623,Shahriar Moghanlou,ir IR Iran,1.0,0,0,0,1,ir,IR Iran,
624,Milad Mohammadi,ir IR Iran,2.3,0,0,0,1,ir,IR Iran,
625,Mohammad Mohebi,ir IR Iran,2.7,0,0,0,1,ir,IR Iran,
626,Johan Mojica,co Colombia,4.3,1,0,0,1,co,Colombia,CONMEBOL
627,Teboho Mokoena,za South Africa,3.0,2,0,0,3,za,South Africa,
628,Nahuel Molina,ar Argentina,5.9,0,0,0,3,ar,Argentina,CONMEBOL
629,Jamiro Monteiro,cv Cabo Verde,3.1,0,0,0,4,cv,Cabo Verde,
630,César Montes,mx Mexico,3.5,0,1,0,4,mx,Mexico,
631,Gonzalo Montiel,ar Argentina,2.1,1,0,0,4,ar,Argentina,CONMEBOL
632,Kim Moon-hwan,kr Korea Republic,0.8,0,0,0,0,kr,Korea Republic,
633,Gilberto Mora,mx Mexico,2.4,0,0,0,3,mx,Mexico,
634,Diego Moreira,be Belgium,0.6,0,0,0,2,be,Belgium,UEFA
635,Steven Moreira,cv Cabo Verde,3.3,0,0,0,0,cv,Cabo Verde,
636,Tshepang Moremi,za South Africa,0.4,0,0,0,1,za,South Africa,
637,Orlando Mosquera,pa Panama,3.0,0,0,0,0,pa,Panama,
638,Samir El Mourabet,ma Morocco,0.9,0,0,0,0,ma,Morocco,
639,Samuel Moutoussamy,cd Congo DR,3.7,1,0,0,8,cd,Congo DR,
640,Akmal Mozgovoy,uz Uzbekistan,2.4,0,0,0,0,uz,Uzbekistan,
641,Lionel Mpasi,cd Congo DR,4.0,0,0,0,0,cd,Congo DR,
642,Khuliso Mudau,za South Africa,4.0,0,0,0,4,za,South Africa,
643,Tarik Muharemovic,ba Bosnia–Herz,2.9,0,1,0,5,ba,Bosnia–Herz,UEFA
644,Miro Muheim,ch Switzerland,1.0,1,0,0,1,ch,Switzerland,UEFA
645,Ngal'Ayel Mukau,cd Congo DR,2.2,0,0,0,3,cd,Congo DR,
646,Mert Müldür,tr Türkiye,1.1,0,0,0,1,tr,Türkiye,UEFA
647,Daniel Muñoz,co Colombia,4.4,0,0,0,9,co,Colombia,CONMEBOL
648,Petar Musa,hr Croatia,1.2,0,0,0,1,hr,Croatia,UEFA
649,Jamal Musiala,de Germany,3.0,1,0,0,5,de,Germany,UEFA
650,Fernando Muslera,uy Uruguay,2.5,0,0,0,0,uy,Uruguay,CONMEBOL
651,Phillipp Mwene,at Austria,1.6,0,0,0,1,at,Austria,UEFA
652,David Møller Wolfe,no Norway,4.8,0,0,0,7,no,Norway,UEFA
653,Yūto Nagatomo,jp Japan,0.2,0,0,0,0,jp,Japan,
654,Keito Nakamura,jp Japan,3.4,0,0,0,3,jp,Japan,
655,Abdallah Nasib,jo Jordan,2.9,0,0,0,1,jo,Jordan,
656,Sherzod Nasrullaev,uz Uzbekistan,2.0,1,0,0,3,uz,Uzbekistan,
657,Duckens Nazon,ht Haiti,0.3,1,0,0,0,ht,Haiti,
658,Iliman Ndiaye,sn Senegal,1.3,0,0,0,2,sn,Senegal,
659,Dan Ndoye,ch Switzerland,4.5,0,0,0,5,ch,Switzerland,UEFA
660,Jayden Nelson,ca Canada,0.0,0,0,0,0,ca,Canada,
661,Ali Nemati,ir IR Iran,3.0,1,0,0,3,ir,IR Iran,
662,Abduvohid Nematov,uz Uzbekistan,2.0,0,0,0,0,uz,Uzbekistan,
663,Pedro Neto,pt Portugal,3.9,0,0,0,4,pt,Portugal,UEFA
664,Manuel Neuer,de Germany,4.3,0,0,0,0,de,Germany,UEFA
665,João Neves,pt Portugal,4.3,0,0,0,1,pt,Portugal,UEFA
666,Rúben Neves,pt Portugal,0.6,0,0,0,0,pt,Portugal,UEFA
667,Neymar,br Brazil,0.4,1,0,0,1,br,Brazil,CONMEBOL
668,Nathan Ngoy,be Belgium,3.7,0,1,0,6,be,Belgium,UEFA
669,Moussa Niakhaté,sn Senegal,4.3,0,0,0,3,sn,Senegal,
670,Gustaf Nilsson,se Sweden,0.0,0,0,0,0,se,Sweden,UEFA
671,Felix Nmecha,de Germany,3.0,0,0,0,3,de,Germany,UEFA
672,Kristoffer Nordfeldt,se Sweden,2.0,0,0,0,0,se,Sweden,UEFA
673,Tyrese Noslin,cw Curaçao,0.2,0,0,0,0,cw,Curaçao,
674,Ernest Nuamah,gh Ghana,1.0,0,0,0,2,gh,Ghana,
675,Matheus Nunes,pt Portugal,0.0,0,0,0,0,pt,Portugal,UEFA
676,Darwin Núñez,uy Uruguay,1.7,0,0,0,1,uy,Uruguay,CONMEBOL
677,Antonio Nusa,no Norway,3.5,1,0,0,1,no,Norway,UEFA
678,Benjamin Nygren,se Sweden,1.4,0,0,0,3,se,Sweden,UEFA
679,Ørjan Nyland,no Norway,5.3,0,0,0,0,no,Norway,UEFA
680,Aiden O'Neill,au Australia,4.0,0,0,0,2,au,Australia,
681,Nico O'Reilly,eng England,5.1,1,0,0,6,eng,England,UEFA
682,Salim Obaid,jo Jordan,0.2,0,0,0,1,jo,Jordan,
683,Armando Obispo,cw Curaçao,3.0,0,0,0,1,cw,Curaçao,
684,Guillermo Ochoa,mx Mexico,0.1,0,0,0,0,mx,Mexico,
685,Kōki Ogawa,jp Japan,0.5,0,0,0,1,jp,Japan,
686,Braian Ojeda,py Paraguay,0.2,0,0,0,0,py,Paraguay,CONMEBOL
687,Noah Okafor,ch Switzerland,0.2,0,0,0,0,ch,Switzerland,UEFA
688,Ime Okon,za South Africa,4.0,0,0,0,1,za,South Africa,
689,Paul Okon-Engstler,au Australia,2.2,0,0,0,3,au,Australia,
690,Ben Old,nz New Zealand,1.0,0,0,0,0,nz,New Zealand,
691,Michael Olise,fr France,7.2,1,0,0,5,fr,France,UEFA
692,Mathías Olivera,uy Uruguay,3.0,1,0,0,3,uy,Uruguay,CONMEBOL
693,Dani Olmo,es Spain,5.5,0,0,0,6,es,Spain,UEFA
694,Tani Oluwaseyi,ca Canada,2.9,0,0,0,5,ca,Canada,
695,Ali Olwan,jo Jordan,3.0,0,0,0,1,jo,Jordan,
696,Amadou Onana,be Belgium,1.2,0,0,0,1,be,Belgium,UEFA
697,Christopher Opéri,ci Côte d'Ivoire,1.0,0,0,0,2,ci,Côte d'Ivoire,
698,Jerome Opoku,gh Ghana,3.0,0,0,0,2,gh,Ghana,
699,Joel Ordóñez,ec Ecuador,2.5,0,0,0,1,ec,Ecuador,CONMEBOL
700,Jonathan Osorio,ca Canada,0.1,0,0,0,0,ca,Canada,
701,Nicolás Otamendi,ar Argentina,2.7,0,0,0,4,ar,Argentina,CONMEBOL
702,Zakaria El Ouahdi,ma Morocco,0.2,0,0,0,1,ma,Morocco,
703,Ayoub Al-Oui,qa Qatar,1.7,0,0,0,1,qa,Qatar,
704,Azzedine Ounahi,ma Morocco,4.8,1,0,0,3,ma,Morocco,
